MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Fluggäste,Aussteigende,2021,Summe,667446,5619856,,-88.12,
Fluggäste,Aussteigende,2021,202101,111995,1624796,4.17,-93.11,342255
Fluggäste,Aussteigende,2021,202102,68677,1475403,-38.68,-95.35,225027
Fluggäste,Aussteigende,2021,202103,106073,708571,54.45,-85.03,174819
Fluggäste,Aussteigende,2021,202104,154263,14550,45.43,960.23,186462
Fluggäste,Aussteigende,2021,202105,226438,20510,46.79,1004.04,203623
Fluggäste,Aussteigende,2021,202106,,106784,,,
Fluggäste,Aussteigende,2021,202107,,313542,,,
Fluggäste,Aussteigende,2021,202108,,435496,,,
Fluggäste,Aussteigende,2021,202109,,387406,,,
Fluggäste,Aussteigende,2021,202110,,298755,,,
Fluggäste,Aussteigende,2021,202111,,126530,,,
Fluggäste,Aussteigende,2021,202112,,107513,,,
Fluggäste,Aussteigende,2020,Summe,5619856,24039970,,-76.62,
Fluggäste,Aussteigende,2020,202001,1624796,1580672,-3.15,2.79,2007008
Fluggäste,Aussteigende,2020,202002,1475403,1520060,-9.19,-2.94,2003286
Fluggäste,Aussteigende,2020,202003,708571,1899555,-51.97,-62.7,1904038
Fluggäste,Aussteigende,2020,202004,14550,2006691,-97.95,-99.27,1738026
Fluggäste,Aussteigende,2020,202005,20510,2149517,40.96,-99.05,1560609
Fluggäste,Aussteigende,2020,202006,106784,2271273,420.64,-95.3,1380235
Fluggäste,Aussteigende,2020,202007,313542,2310870,193.62,-86.43,1213791
Fluggäste,Aussteigende,2020,202008,435496,2229126,38.9,-80.46,1064322
Fluggäste,Aussteigende,2020,202009,387406,2384213,-11.04,-83.75,897921
Fluggäste,Aussteigende,2020,202010,298755,2209968,-22.88,-86.48,738653
Fluggäste,Aussteigende,2020,202011,126530,1800426,-57.65,-92.97,599162
Fluggäste,Aussteigende,2020,202012,107513,1677599,-15.03,-93.59,468321
Fluggäste,Aussteigende,2019,Summe,24039970,23183728,,3.69,
Fluggäste,Aussteigende,2019,201901,1580672,1502706,-3.82,5.19,1938475
Fluggäste,Aussteigende,2019,201902,1520060,1466202,-3.83,3.67,1942963
Fluggäste,Aussteigende,2019,201903,1899555,1810391,24.97,4.93,1950393
Fluggäste,Aussteigende,2019,201904,2006691,1929356,5.64,4.01,1956838
Fluggäste,Aussteigende,2019,201905,2149517,2010969,7.12,6.89,1968383
Fluggäste,Aussteigende,2019,201906,2271273,2182916,5.66,4.05,1975746
Fluggäste,Aussteigende,2019,201907,2310870,2204148,1.74,4.84,1984640
Fluggäste,Aussteigende,2019,201908,2229126,2138064,-3.54,4.26,1992228
Fluggäste,Aussteigende,2019,201909,2384213,2325569,6.96,2.52,1997115
Fluggäste,Aussteigende,2019,201910,2209968,2160710,-7.31,2.28,2001220
Fluggäste,Aussteigende,2019,201911,1800426,1809261,-18.53,-0.49,2000484
Fluggäste,Aussteigende,2019,201912,1677599,1643436,-6.82,2.08,2003331
Fluggäste,Aussteigende,2018,Summe,23183728,22340548,,3.77,
Fluggäste,Aussteigende,2018,201801,1502706,1492623,-2.44,0.68,1862553
Fluggäste,Aussteigende,2018,201802,1466202,1451179,-2.43,1.04,1863805
Fluggäste,Aussteigende,2018,201803,1810391,1772870,23.47,2.12,1866931
Fluggäste,Aussteigende,2018,201804,1929356,1864626,6.57,3.47,1872325
Fluggäste,Aussteigende,2018,201805,2010969,1974513,4.23,1.85,1875363
Fluggäste,Aussteigende,2018,201806,2182916,2054542,8.55,6.25,1886061
Fluggäste,Aussteigende,2018,201807,2204148,2161568,0.97,1.97,1889610
Fluggäste,Aussteigende,2018,201808,2138064,2049392,-3,4.33,1896999
Fluggäste,Aussteigende,2018,201809,2325569,2256926,8.77,3.04,1902719
Fluggäste,Aussteigende,2018,201810,2160710,1999521,-7.09,8.06,1916152
Fluggäste,Aussteigende,2018,201811,1809261,1722549,-16.27,5.03,1923378
Fluggäste,Aussteigende,2018,201812,1643436,1540239,-9.17,6.7,1931977
Fluggäste,Aussteigende,2017,Summe,22340548,21142346,,5.67,
Fluggäste,Aussteigende,2017,201701,1492623,1395129,-1.27,6.99,1769987
Fluggäste,Aussteigende,2017,201702,1451179,1405095,-2.78,3.28,1773827
Fluggäste,Aussteigende,2017,201703,1772870,1655554,22.17,7.09,1783603
Fluggäste,Aussteigende,2017,201704,1864626,1709221,5.18,9.09,1796554
Fluggäste,Aussteigende,2017,201705,1974513,1850310,5.89,6.71,1806904
Fluggäste,Aussteigende,2017,201706,2054542,1931957,4.05,6.35,1817119
Fluggäste,Aussteigende,2017,201707,2161568,2034583,5.21,6.24,1827702
Fluggäste,Aussteigende,2017,201708,2049392,1934189,-5.19,5.96,1837302
Fluggäste,Aussteigende,2017,201709,2256926,2167907,10.13,4.11,1844720
Fluggäste,Aussteigende,2017,201710,1999521,1969614,-11.41,1.52,1847212
Fluggäste,Aussteigende,2017,201711,1722549,1576906,-13.85,9.24,1859349
Fluggäste,Aussteigende,2017,201712,1540239,1511881,-10.58,1.88,1861712
Fluggäste,Aussteigende,2016,Summe,21142346,20474755,,3.26,
Fluggäste,Aussteigende,2016,201601,1395129,1370139,0.04,1.82,1708312
Fluggäste,Aussteigende,2016,201602,1405095,1342327,0.71,4.68,1713543
Fluggäste,Aussteigende,2016,201603,1655554,1602531,17.83,3.31,1717961
Fluggäste,Aussteigende,2016,201604,1709221,1683717,3.24,1.51,1720087
Fluggäste,Aussteigende,2016,201605,1850310,1798836,8.25,2.86,1724376
Fluggäste,Aussteigende,2016,201606,1931957,1922760,4.41,0.48,1725143
Fluggäste,Aussteigende,2016,201607,2034583,1952909,5.31,4.18,1731949
Fluggäste,Aussteigende,2016,201608,1934189,1906682,-4.93,1.44,1734241
Fluggäste,Aussteigende,2016,201609,2167907,2053581,12.08,5.57,1743768
Fluggäste,Aussteigende,2016,201610,1969614,1922359,-9.15,2.46,1747706
Fluggäste,Aussteigende,2016,201611,1576906,1524330,-19.94,3.45,1752087
Fluggäste,Aussteigende,2016,201612,1511881,1394584,-4.12,8.41,1761862
Fluggäste,Aussteigende,2015,Summe,20474755,19832302,,3.24,
Fluggäste,Aussteigende,2015,201501,1370139,1320007,-0.76,3.8,1656870
Fluggäste,Aussteigende,2015,201502,1342327,1315625,-2.03,2.03,1659095
Fluggäste,Aussteigende,2015,201503,1602531,1585085,19.38,1.1,1660549
Fluggäste,Aussteigende,2015,201504,1683717,1566548,5.07,7.48,1670313
Fluggäste,Aussteigende,2015,201505,1798836,1748453,6.84,2.88,1674511
Fluggäste,Aussteigende,2015,201506,1922760,1846019,6.89,4.16,1680906
Fluggäste,Aussteigende,2015,201507,1952909,1863389,1.57,4.8,1688366
Fluggäste,Aussteigende,2015,201508,1906682,1818603,-2.37,4.84,1695706
Fluggäste,Aussteigende,2015,201509,2053581,1986058,7.7,3.4,1701333
Fluggäste,Aussteigende,2015,201510,1922359,1821540,-6.39,5.53,1709735
Fluggäste,Aussteigende,2015,201511,1524330,1580342,-20.71,-3.54,1705067
Fluggäste,Aussteigende,2015,201512,1394584,1380633,-8.51,1.01,1706230
Fluggäste,Aussteigende,2014,Summe,19832302,19296481,,2.78,
Fluggäste,Aussteigende,2014,201401,1320007,1298815,-2.28,1.63,1609806
Fluggäste,Aussteigende,2014,201402,1315625,1306212,-0.33,0.72,1610591
Fluggäste,Aussteigende,2014,201403,1585085,1575084,20.48,0.63,1611424
Fluggäste,Aussteigende,2014,201404,1566548,1589937,-1.17,-1.47,1609475
Fluggäste,Aussteigende,2014,201405,1748453,1696038,11.61,3.09,1613843
Fluggäste,Aussteigende,2014,201406,1846019,1812659,5.58,1.84,1616623
Fluggäste,Aussteigende,2014,201407,1863389,1780625,0.94,4.65,1623520
Fluggäste,Aussteigende,2014,201408,1818603,1730354,-2.4,5.1,1630874
Fluggäste,Aussteigende,2014,201409,1986058,1891768,9.21,4.98,1638731
Fluggäste,Aussteigende,2014,201410,1821540,1751839,-8.28,3.98,1644540
Fluggäste,Aussteigende,2014,201411,1580342,1512363,-13.24,4.49,1650205
Fluggäste,Aussteigende,2014,201412,1380633,1350787,-12.64,2.21,1652692
Fluggäste,Aussteigende,2013,Summe,19296481,19137490,,0.83,
Fluggäste,Aussteigende,2013,201301,1298815,1338777,-4.28,-2.98,1591461
Fluggäste,Aussteigende,2013,201302,1306212,1311903,0.57,-0.43,1590986
Fluggäste,Aussteigende,2013,201303,1575084,1553992,20.58,1.36,1592744
Fluggäste,Aussteigende,2013,201304,1589937,1587610,0.94,0.15,1592938
Fluggäste,Aussteigende,2013,201305,1696038,1682899,6.67,0.78,1594033
Fluggäste,Aussteigende,2013,201306,1812659,1775167,6.88,2.11,1597157
Fluggäste,Aussteigende,2013,201307,1780625,1771115,-1.77,0.54,1597950
Fluggäste,Aussteigende,2013,201308,1730354,1672521,-2.82,3.46,1602769
Fluggäste,Aussteigende,2013,201309,1891768,1847618,9.33,2.39,1606448
Fluggäste,Aussteigende,2013,201310,1751839,1722384,-7.4,1.71,1608903
Fluggäste,Aussteigende,2013,201311,1512363,1516668,-13.67,-0.28,1608544
Fluggäste,Aussteigende,2013,201312,1350787,1356836,-10.68,-0.45,1608040
Fluggäste,Aussteigende,2012,Summe,19137490,18851610,,1.52,
Fluggäste,Aussteigende,2012,201201,1338777,1294055,-3.69,3.46,1574694
Fluggäste,Aussteigende,2012,201202,1311903,1239927,-2.01,5.8,1580692
Fluggäste,Aussteigende,2012,201203,1553992,1480148,18.45,4.99,1586846
Fluggäste,Aussteigende,2012,201204,1587610,1539897,2.16,3.1,1590822
Fluggäste,Aussteigende,2012,201205,1682899,1700040,6,-1.01,1589394
Fluggäste,Aussteigende,2012,201206,1775167,1705068,5.48,4.11,1595235
Fluggäste,Aussteigende,2012,201207,1771115,1788296,-0.23,-0.96,1593804
Fluggäste,Aussteigende,2012,201208,1672521,1653787,-5.57,1.13,1595365
Fluggäste,Aussteigende,2012,201209,1847618,1849579,10.47,-0.11,1595201
Fluggäste,Aussteigende,2012,201210,1722384,1690260,-6.78,1.9,1597878
Fluggäste,Aussteigende,2012,201211,1516668,1520525,-11.94,-0.25,1597557
Fluggäste,Aussteigende,2012,201212,1356836,1390028,-10.54,-2.39,1594791
Fluggäste,Aussteigende,2011,Summe,18851610,17319024,,8.85,
Fluggäste,Aussteigende,2011,201101,1294055,1086075,3.12,19.15,1460584
Fluggäste,Aussteigende,2011,201102,1239927,1076297,-4.18,15.2,1474220
Fluggäste,Aussteigende,2011,201103,1480148,1412250,19.37,4.81,1479878
Fluggäste,Aussteigende,2011,201104,1539897,1193015,4.04,29.08,1508785
Fluggäste,Aussteigende,2011,201105,1700040,1491455,10.4,13.99,1526167
Fluggäste,Aussteigende,2011,201106,1705068,1644658,0.3,3.67,1531201
Fluggäste,Aussteigende,2011,201107,1788296,1662695,4.88,7.55,1541668
Fluggäste,Aussteigende,2011,201108,1653787,1576245,-7.52,4.92,1548129
Fluggäste,Aussteigende,2011,201109,1849579,1803398,11.84,2.56,1551978
Fluggäste,Aussteigende,2011,201110,1690260,1674017,-8.61,0.97,1553331
Fluggäste,Aussteigende,2011,201111,1520525,1444053,-10.04,5.3,1559704
Fluggäste,Aussteigende,2011,201112,1390028,1254866,-8.58,10.77,1570968
Fluggäste,Aussteigende,2010,Summe,17319024,16329161,,6.06,
Fluggäste,Aussteigende,2010,201001,1086075,1098870,-8.34,-1.16,1359697
Fluggäste,Aussteigende,2010,201002,1076297,1090457,-0.9,-1.3,1358517
Fluggäste,Aussteigende,2010,201003,1412250,1287363,31.21,9.7,1368924
Fluggäste,Aussteigende,2010,201004,1193015,1361857,-15.52,-12.4,1354854
Fluggäste,Aussteigende,2010,201005,1491455,1394536,25.02,6.95,1362931
Fluggäste,Aussteigende,2010,201006,1644658,1468952,10.27,11.96,1377573
Fluggäste,Aussteigende,2010,201007,1662695,1501431,1.1,10.74,1391012
Fluggäste,Aussteigende,2010,201008,1576245,1464825,-5.2,7.61,1400297
Fluggäste,Aussteigende,2010,201009,1803398,1628845,14.41,10.72,1414843
Fluggäste,Aussteigende,2010,201010,1674017,1549743,-7.17,8.02,1425199
Fluggäste,Aussteigende,2010,201011,1444053,1297432,-13.74,11.3,1437417
Fluggäste,Aussteigende,2010,201012,1254866,1184850,-13.1,5.91,1443252
Fluggäste,Aussteigende,2009,Summe,16329161,17257517,,-5.38,
Fluggäste,Aussteigende,2009,200901,1098870,1203787,-3.69,-8.72,1429383
Fluggäste,Aussteigende,2009,200902,1090457,1247542,-0.77,-12.59,1416293
Fluggäste,Aussteigende,2009,200903,1287363,1394255,18.06,-7.67,1407385
Fluggäste,Aussteigende,2009,200904,1361857,1488007,5.79,-8.48,1396873
Fluggäste,Aussteigende,2009,200905,1394536,1575921,2.4,-11.51,1381757
Fluggäste,Aussteigende,2009,200906,1468952,1589670,5.34,-7.59,1371698
Fluggäste,Aussteigende,2009,200907,1501431,1569763,2.21,-4.35,1366003
Fluggäste,Aussteigende,2009,200908,1464825,1516726,-2.44,-3.42,1361678
Fluggäste,Aussteigende,2009,200909,1628845,1680395,11.2,-3.07,1357382
Fluggäste,Aussteigende,2009,200910,1549743,1553957,-4.86,-0.27,1357031
Fluggäste,Aussteigende,2009,200911,1297432,1296537,-16.28,0.07,1357106
Fluggäste,Aussteigende,2009,200912,1184850,1140957,-8.68,3.85,1360763
Fluggäste,Aussteigende,2008,Summe,17257517,16975297,,1.66,
Fluggäste,Aussteigende,2008,200801,1203787,1113143,-2.21,8.14,1422162
Fluggäste,Aussteigende,2008,200802,1247542,1122010,3.63,11.19,1432623
Fluggäste,Aussteigende,2008,200803,1394255,1372457,11.76,1.59,1434439
Fluggäste,Aussteigende,2008,200804,1488007,1420769,6.72,4.73,1440042
Fluggäste,Aussteigende,2008,200805,1575921,1436293,5.91,9.72,1451678
Fluggäste,Aussteigende,2008,200806,1589670,1553039,0.87,2.36,1454731
Fluggäste,Aussteigende,2008,200807,1569763,1557057,-1.25,0.82,1455790
Fluggäste,Aussteigende,2008,200808,1516726,1552109,-3.38,-2.28,1452841
Fluggäste,Aussteigende,2008,200809,1680395,1669196,10.79,0.67,1453774
Fluggäste,Aussteigende,2008,200810,1553957,1570343,-7.52,-1.04,1452409
Fluggäste,Aussteigende,2008,200811,1296537,1377911,-16.57,-5.91,1445628
Fluggäste,Aussteigende,2008,200812,1140957,1230970,-12,-7.31,1438126
Fluggäste,Aussteigende,2007,Summe,16975297,15365373,,10.48,
Fluggäste,Aussteigende,2007,200701,1113143,1024509,-2.15,8.65,1287834
Fluggäste,Aussteigende,2007,200702,1122010,989562,0.8,13.38,1298871
Fluggäste,Aussteigende,2007,200703,1372457,1221478,22.32,12.36,1311453
Fluggäste,Aussteigende,2007,200704,1420769,1269101,3.52,11.95,1324092
Fluggäste,Aussteigende,2007,200705,1436293,1348054,1.09,6.55,1331445
Fluggäste,Aussteigende,2007,200706,1553039,1400015,8.13,10.93,1344197
Fluggäste,Aussteigende,2007,200707,1557057,1397889,0.26,11.39,1357461
Fluggäste,Aussteigende,2007,200708,1552109,1365055,-0.32,13.7,1373049
Fluggäste,Aussteigende,2007,200709,1669196,1560249,7.54,6.98,1382128
Fluggäste,Aussteigende,2007,200710,1570343,1396197,-5.92,12.47,1396640
Fluggäste,Aussteigende,2007,200711,1377911,1255699,-12.25,9.73,1406824
Fluggäste,Aussteigende,2007,200712,1230970,1137565,-10.66,8.21,1414608
Fluggäste,Aussteigende,2006,Summe,15365373,14270304,,7.67,
Fluggäste,Aussteigende,2006,200601,1024509,925328,-0.04,10.72,1197457
Fluggäste,Aussteigende,2006,200602,989562,927523,-3.41,6.69,1202627
Fluggäste,Aussteigende,2006,200603,1221478,1112862,23.44,9.76,1211678
Fluggäste,Aussteigende,2006,200604,1269101,1207992,3.9,5.06,1216771
Fluggäste,Aussteigende,2006,200605,1348054,1248061,6.22,8.01,1225104
Fluggäste,Aussteigende,2006,200606,1400015,1297603,3.85,7.89,1233638
Fluggäste,Aussteigende,2006,200607,1397889,1293766,-0.15,8.05,1242315
Fluggäste,Aussteigende,2006,200608,1365055,1299655,-2.35,5.03,1247765
Fluggäste,Aussteigende,2006,200609,1560249,1479144,14.3,5.48,1254524
Fluggäste,Aussteigende,2006,200610,1396197,1300981,-10.51,7.32,1262458
Fluggäste,Aussteigende,2006,200611,1255699,1152497,-10.06,8.95,1271058
Fluggäste,Aussteigende,2006,200612,1137565,1024892,-9.41,10.99,1280448
Fluggäste,Aussteigende,2005,Summe,14270304,13357210,,6.84,
Fluggäste,Aussteigende,2005,200501,925328,878009,-0.4,5.39,1117044
Fluggäste,Aussteigende,2005,200502,927523,907528,0.24,2.2,1118710
Fluggäste,Aussteigende,2005,200503,1112862,1085001,19.98,2.57,1121032
Fluggäste,Aussteigende,2005,200504,1207992,1077727,8.55,12.09,1131888
Fluggäste,Aussteigende,2005,200505,1248061,1133396,3.32,10.12,1141443
Fluggäste,Aussteigende,2005,200506,1297603,1200250,3.97,8.11,1149556
Fluggäste,Aussteigende,2005,200507,1293766,1191225,-0.3,8.61,1158101
Fluggäste,Aussteigende,2005,200508,1299655,1220684,0.46,6.47,1164682
Fluggäste,Aussteigende,2005,200509,1479144,1398653,13.81,5.75,1171389
Fluggäste,Aussteigende,2005,200510,1300981,1248381,-12.05,4.21,1175773
Fluggäste,Aussteigende,2005,200511,1152497,1087331,-11.41,5.99,1181203
Fluggäste,Aussteigende,2005,200512,1024892,929025,-11.07,10.32,1189192
Fluggäste,Aussteigende,2004,Summe,13357210,12021122,,11.11,
Fluggäste,Aussteigende,2004,200401,878009,883157,1.39,-0.58,1001331
Fluggäste,Aussteigende,2004,200402,907528,859771,3.36,5.55,1005311
Fluggäste,Aussteigende,2004,200403,1085001,988032,19.56,9.81,1013392
Fluggäste,Aussteigende,2004,200404,1077727,956693,-0.67,12.65,1023478
Fluggäste,Aussteigende,2004,200405,1133396,994119,5.17,14.01,1035084
Fluggäste,Aussteigende,2004,200406,1200250,1078809,5.9,11.26,1045204
Fluggäste,Aussteigende,2004,200407,1191225,1025932,-0.75,16.11,1058979
Fluggäste,Aussteigende,2004,200408,1220684,1077707,2.47,13.27,1070894
Fluggäste,Aussteigende,2004,200409,1398653,1182977,14.58,18.23,1088867
Fluggäste,Aussteigende,2004,200410,1248381,1109663,-10.74,12.5,1100426
Fluggäste,Aussteigende,2004,200411,1087331,998271,-12.9,8.92,1107848
Fluggäste,Aussteigende,2004,200412,929025,865991,-14.56,7.28,1113101
Fluggäste,Aussteigende,2003,Summe,12021122,11493903,,4.59,
Fluggäste,Aussteigende,2003,200301,883157,748086,5.13,18.06,969081
Fluggäste,Aussteigende,2003,200302,859771,773042,-2.65,11.22,976309
Fluggäste,Aussteigende,2003,200303,988032,918495,14.92,7.57,982103
Fluggäste,Aussteigende,2003,200304,956693,954948,-3.17,0.18,982249
Fluggäste,Aussteigende,2003,200305,994119,968024,3.91,2.7,984423
Fluggäste,Aussteigende,2003,200306,1078809,1019155,8.52,5.85,989395
Fluggäste,Aussteigende,2003,200307,1025932,1004877,-4.9,2.1,991149
Fluggäste,Aussteigende,2003,200308,1077707,1039427,5.05,3.68,994339
Fluggäste,Aussteigende,2003,200309,1182977,1184335,9.77,-0.11,994226
Fluggäste,Aussteigende,2003,200310,1109663,1079888,-6.2,2.76,996707
Fluggäste,Aussteigende,2003,200311,998271,963534,-10.04,3.61,999602
Fluggäste,Aussteigende,2003,200312,865991,840092,-13.25,3.08,1001760
Fluggäste,Aussteigende,2002,Summe,11493903,11755987,,-2.23,
Fluggäste,Aussteigende,2002,200201,748086,826688,5.28,-9.51,973115
Fluggäste,Aussteigende,2002,200202,773042,811805,3.34,-4.77,969885
Fluggäste,Aussteigende,2002,200203,918495,1008365,18.82,-8.91,962396
Fluggäste,Aussteigende,2002,200204,954948,1039132,3.97,-8.1,955381
Fluggäste,Aussteigende,2002,200205,968024,1042089,1.37,-7.11,949209
Fluggäste,Aussteigende,2002,200206,1019155,1100396,5.28,-7.38,942439
Fluggäste,Aussteigende,2002,200207,1004877,1109565,-1.4,-9.44,933715
Fluggäste,Aussteigende,2002,200208,1039427,1131376,3.44,-8.13,926052
Fluggäste,Aussteigende,2002,200209,1184335,1146505,13.94,3.3,929205
Fluggäste,Aussteigende,2002,200210,1079888,977463,-8.82,10.48,937740
Fluggäste,Aussteigende,2002,200211,963534,852061,-10.77,13.08,947029
Fluggäste,Aussteigende,2002,200212,840092,710542,-12.81,18.23,957825
Fluggäste,Aussteigende,2001,Summe,11755987,11465074,,2.54,
Fluggäste,Aussteigende,2001,200101,826688,724851,2.33,14.05,963909
Fluggäste,Aussteigende,2001,200102,811805,777839,-1.8,4.37,966740
Fluggäste,Aussteigende,2001,200103,1008365,921219,24.21,9.46,974002
Fluggäste,Aussteigende,2001,200104,1039132,917005,3.05,13.32,984179
Fluggäste,Aussteigende,2001,200105,1042089,1014247,0.28,2.75,986499
Fluggäste,Aussteigende,2001,200106,1100396,1035165,5.6,6.3,991935
Fluggäste,Aussteigende,2001,200107,1109565,1018827,0.83,8.91,999497
Fluggäste,Aussteigende,2001,200108,1131376,1049151,1.97,7.84,1006349
Fluggäste,Aussteigende,2001,200109,1146505,1187916,1.34,-3.49,1002898
Fluggäste,Aussteigende,2001,200110,977463,1053543,-14.74,-7.22,996558
Fluggäste,Aussteigende,2001,200111,852061,957451,-12.83,-11.01,987775
Fluggäste,Aussteigende,2001,200112,710542,807860,-16.61,-12.05,979666
Fluggäste,Aussteigende,2000,Summe,11465074,,,,
Fluggäste,Aussteigende,2000,200001,724851,,,,724851
Fluggäste,Aussteigende,2000,200002,777839,,7.31,,751345
Fluggäste,Aussteigende,2000,200003,921219,,18.43,,807970
Fluggäste,Aussteigende,2000,200004,917005,,-0.46,,835229
Fluggäste,Aussteigende,2000,200005,1014247,,10.6,,871032
Fluggäste,Aussteigende,2000,200006,1035165,,2.06,,898388
Fluggäste,Aussteigende,2000,200007,1018827,,-1.58,,915593
Fluggäste,Aussteigende,2000,200008,1049151,,2.98,,932288
Fluggäste,Aussteigende,2000,200009,1187916,,13.23,,960691
Fluggäste,Aussteigende,2000,200010,1053543,,-11.31,,969976
Fluggäste,Aussteigende,2000,200011,957451,,-9.12,,968838
Fluggäste,Aussteigende,2000,200012,807860,,-15.62,,955423
Fluggäste,Einsteigende,2021,Summe,687123,5480948,,-87.46,
Fluggäste,Einsteigende,2021,202101,86044,1545143,-36.51,-94.43,335154
Fluggäste,Einsteigende,2021,202102,68034,1509993,-20.93,-95.49,214991
Fluggäste,Einsteigende,2021,202103,124039,617068,82.32,-79.9,173905
Fluggäste,Einsteigende,2021,202104,138546,7892,11.7,1655.52,184793
Fluggäste,Einsteigende,2021,202105,270460,18706,95.21,1345.85,205772
Fluggäste,Einsteigende,2021,202106,,112724,,,
Fluggäste,Einsteigende,2021,202107,,352591,,,
Fluggäste,Einsteigende,2021,202108,,439352,,,
Fluggäste,Einsteigende,2021,202109,,341752,,,
Fluggäste,Einsteigende,2021,202110,,282304,,,
Fluggäste,Einsteigende,2021,202111,,117903,,,
Fluggäste,Einsteigende,2021,202112,,135520,,,
Fluggäste,Einsteigende,2020,Summe,5480948,23865826,,-77.03,
Fluggäste,Einsteigende,2020,202001,1545143,1510367,-9.95,2.3,1991717
Fluggäste,Einsteigende,2020,202002,1509993,1543457,-2.27,-2.17,1988928
Fluggäste,Einsteigende,2020,202003,617068,1892102,-59.13,-67.39,1882675
Fluggäste,Einsteigende,2020,202004,7892,2004947,-98.72,-99.61,1716254
Fluggäste,Einsteigende,2020,202005,18706,2148855,137.02,-99.13,1538742
Fluggäste,Einsteigende,2020,202006,112724,2192955,502.61,-94.86,1365389
Fluggäste,Einsteigende,2020,202007,352591,2376984,212.79,-85.17,1196690
Fluggäste,Einsteigende,2020,202008,439352,2322654,24.61,-81.08,1039748
Fluggäste,Einsteigende,2020,202009,341752,2218264,-22.21,-84.59,883372
Fluggäste,Einsteigende,2020,202010,282304,2229404,-17.4,-87.34,721114
Fluggäste,Einsteigende,2020,202011,117903,1709883,-58.24,-93.1,588449
Fluggäste,Einsteigende,2020,202012,135520,1715954,14.94,-92.1,456746
Fluggäste,Einsteigende,2019,Summe,23865826,23038785,,3.59,
Fluggäste,Einsteigende,2019,201901,1510367,1442448,-9.77,4.71,1925559
Fluggäste,Einsteigende,2019,201902,1543457,1488740,2.19,3.68,1930118
Fluggäste,Einsteigende,2019,201903,1892102,1863994,22.59,1.51,1932461
Fluggäste,Einsteigende,2019,201904,2004947,1865838,5.96,7.46,1944053
Fluggäste,Einsteigende,2019,201905,2148855,2064316,7.18,4.1,1951098
Fluggäste,Einsteigende,2019,201906,2192955,2065341,2.05,6.18,1961733
Fluggäste,Einsteigende,2019,201907,2376984,2254715,8.39,5.42,1971922
Fluggäste,Einsteigende,2019,201908,2322654,2246736,-2.29,3.38,1978248
Fluggäste,Einsteigende,2019,201909,2218264,2161815,-4.49,2.61,1982952
Fluggäste,Einsteigende,2019,201910,2229404,2191281,0.5,1.74,1986129
Fluggäste,Einsteigende,2019,201911,1709883,1719576,-23.3,-0.56,1985321
Fluggäste,Einsteigende,2019,201912,1715954,1673985,0.36,2.51,1988819
Fluggäste,Einsteigende,2018,Summe,23038785,22205715,,3.75,
Fluggäste,Einsteigende,2018,201801,1442448,1426217,-7.86,1.14,1851829
Fluggäste,Einsteigende,2018,201802,1488740,1497652,3.21,-0.6,1851086
Fluggäste,Einsteigende,2018,201803,1863994,1751794,25.21,6.4,1860436
Fluggäste,Einsteigende,2018,201804,1865838,1854233,0.1,0.63,1861403
Fluggäste,Einsteigende,2018,201805,2064316,1960842,10.64,5.28,1870026
Fluggäste,Einsteigende,2018,201806,2065341,2021291,0.05,2.18,1873697
Fluggäste,Einsteigende,2018,201807,2254715,2204491,9.17,2.28,1877882
Fluggäste,Einsteigende,2018,201808,2246736,2153367,-0.35,4.34,1885663
Fluggäste,Einsteigende,2018,201809,2161815,2110398,-3.78,2.44,1889948
Fluggäste,Einsteigende,2018,201810,2191281,2051569,1.36,6.81,1901590
Fluggäste,Einsteigende,2018,201811,1719576,1608287,-21.53,6.92,1910865
Fluggäste,Einsteigende,2018,201812,1673985,1565574,-2.65,6.92,1919899
Fluggäste,Einsteigende,2017,Summe,22205715,21030482,,5.59,
Fluggäste,Einsteigende,2017,201701,1426217,1335637,-7.42,6.78,1760089
Fluggäste,Einsteigende,2017,201702,1497652,1427432,5.01,4.92,1765940
Fluggäste,Einsteigende,2017,201703,1751794,1675477,16.97,4.55,1772300
Fluggäste,Einsteigende,2017,201704,1854233,1664457,5.85,11.4,1788115
Fluggäste,Einsteigende,2017,201705,1960842,1837865,5.75,6.69,1798363
Fluggäste,Einsteigende,2017,201706,2021291,1916491,3.08,5.47,1807096
Fluggäste,Einsteigende,2017,201707,2204491,2074416,9.06,6.27,1817936
Fluggäste,Einsteigende,2017,201708,2153367,2046162,-2.32,5.24,1826869
Fluggäste,Einsteigende,2017,201709,2110398,2019920,-2,4.48,1834409
Fluggäste,Einsteigende,2017,201710,2051569,1992608,-2.79,2.96,1839323
Fluggäste,Einsteigende,2017,201711,1608287,1499530,-21.61,7.25,1848386
Fluggäste,Einsteigende,2017,201712,1565574,1540487,-2.66,1.63,1850476
Fluggäste,Einsteigende,2016,Summe,21030482,20398313,,3.1,
Fluggäste,Einsteigende,2016,201601,1335637,1320198,-6.38,1.17,1701146
Fluggäste,Einsteigende,2016,201602,1427432,1362446,6.87,4.77,1706562
Fluggäste,Einsteigende,2016,201603,1675477,1638185,17.38,2.28,1709669
