MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Fluggäste,Transit,2003,200305,16125,16985,8.97,-5.06,17566
Fluggäste,Transit,2003,200306,20105,22928,24.68,-12.31,17331
Fluggäste,Transit,2003,200307,19049,28179,-5.25,-32.4,16570
Fluggäste,Transit,2003,200308,15700,28072,-17.58,-44.07,15539
Fluggäste,Transit,2003,200309,18285,19467,16.46,-6.07,15440
Fluggäste,Transit,2003,200310,16955,15926,-7.27,6.46,15526
Fluggäste,Transit,2003,200311,8357,11548,-50.71,-27.63,15260
Fluggäste,Transit,2003,200312,6731,10007,-19.46,-32.74,14987
Fluggäste,Transit,2002,Summe,204895,163491,,25.32,
Fluggäste,Transit,2002,200201,9882,12445,-7.04,-20.59,13411
Fluggäste,Transit,2002,200202,13788,12317,39.53,11.94,13533
Fluggäste,Transit,2002,200203,13447,10525,-2.47,27.76,13777
Fluggäste,Transit,2002,200204,14666,14375,9.07,2.02,13801
Fluggäste,Transit,2002,200205,16985,13908,15.81,22.12,14057
Fluggäste,Transit,2002,200206,22928,15656,34.99,46.45,14663
Fluggäste,Transit,2002,200207,28179,14920,22.9,88.87,15768
Fluggäste,Transit,2002,200208,28072,20379,-0.38,37.75,16409
Fluggäste,Transit,2002,200209,19467,13946,-30.65,39.59,16870
Fluggäste,Transit,2002,200210,15926,13137,-18.19,21.23,17102
Fluggäste,Transit,2002,200211,11548,11253,-27.49,2.62,17127
Fluggäste,Transit,2002,200212,10007,10630,-13.34,-5.86,17075
Fluggäste,Transit,2001,Summe,163491,189191,,-13.58,
Fluggäste,Transit,2001,200101,12445,18441,-10.4,-32.51,15266
Fluggäste,Transit,2001,200102,12317,21247,-1.03,-42.03,14522
Fluggäste,Transit,2001,200103,10525,19720,-14.55,-46.63,13756
Fluggäste,Transit,2001,200104,14375,12893,36.58,11.49,13879
Fluggäste,Transit,2001,200105,13908,12807,-3.25,8.6,13971
Fluggäste,Transit,2001,200106,15656,13748,12.57,13.88,14130
Fluggäste,Transit,2001,200107,14920,17215,-4.7,-13.33,13939
Fluggäste,Transit,2001,200108,20379,17800,36.59,14.49,14154
Fluggäste,Transit,2001,200109,13946,15035,-31.57,-7.24,14063
Fluggäste,Transit,2001,200110,13137,13240,-5.8,-0.78,14054
Fluggäste,Transit,2001,200111,11253,13155,-14.34,-14.46,13896
Fluggäste,Transit,2001,200112,10630,13890,-5.54,-23.47,13624
Fluggäste,Transit,2000,Summe,189191,,,,
Fluggäste,Transit,2000,200001,18441,,,,18441
Fluggäste,Transit,2000,200002,21247,,15.22,,19844
Fluggäste,Transit,2000,200003,19720,,-7.19,,19803
Fluggäste,Transit,2000,200004,12893,,-34.62,,18075
Fluggäste,Transit,2000,200005,12807,,-0.67,,17022
Fluggäste,Transit,2000,200006,13748,,7.35,,16476
Fluggäste,Transit,2000,200007,17215,,25.22,,16582
Fluggäste,Transit,2000,200008,17800,,3.4,,16734
Fluggäste,Transit,2000,200009,15035,,-15.53,,16545
Fluggäste,Transit,2000,200010,13240,,-11.94,,16215
Fluggäste,Transit,2000,200011,13155,,-0.64,,15936
Fluggäste,Transit,2000,200012,13890,,5.59,,15766
Flugzeugbewegungen,Fracht-/Postflüge,2021,Summe,1799,4609,,-60.97,
Flugzeugbewegungen,Fracht-/Postflüge,2021,202101,327,324,-19.46,0.93,384
Flugzeugbewegungen,Fracht-/Postflüge,2021,202102,385,293,17.74,31.4,392
Flugzeugbewegungen,Fracht-/Postflüge,2021,202103,455,326,18.18,39.57,403
Flugzeugbewegungen,Fracht-/Postflüge,2021,202104,318,381,-30.11,-16.54,398
Flugzeugbewegungen,Fracht-/Postflüge,2021,202105,314,559,-1.26,-43.83,377
Flugzeugbewegungen,Fracht-/Postflüge,2021,202106,,382,,,
Flugzeugbewegungen,Fracht-/Postflüge,2021,202107,,388,,,
Flugzeugbewegungen,Fracht-/Postflüge,2021,202108,,347,,,
Flugzeugbewegungen,Fracht-/Postflüge,2021,202109,,397,,,
Flugzeugbewegungen,Fracht-/Postflüge,2021,202110,,388,,,
Flugzeugbewegungen,Fracht-/Postflüge,2021,202111,,418,,,
Flugzeugbewegungen,Fracht-/Postflüge,2021,202112,,406,,,
Flugzeugbewegungen,Fracht-/Postflüge,2020,Summe,4609,3623,,27.22,
Flugzeugbewegungen,Fracht-/Postflüge,2020,202001,324,339,16.97,-4.42,301
Flugzeugbewegungen,Fracht-/Postflüge,2020,202002,293,306,-9.57,-4.25,300
Flugzeugbewegungen,Fracht-/Postflüge,2020,202003,326,341,11.26,-4.4,298
Flugzeugbewegungen,Fracht-/Postflüge,2020,202004,381,296,16.87,28.72,305
Flugzeugbewegungen,Fracht-/Postflüge,2020,202005,559,298,46.72,87.58,327
Flugzeugbewegungen,Fracht-/Postflüge,2020,202006,382,263,-31.66,45.25,337
Flugzeugbewegungen,Fracht-/Postflüge,2020,202007,388,325,1.57,19.38,342
Flugzeugbewegungen,Fracht-/Postflüge,2020,202008,347,293,-10.57,18.43,347
Flugzeugbewegungen,Fracht-/Postflüge,2020,202009,397,300,14.41,32.33,355
Flugzeugbewegungen,Fracht-/Postflüge,2020,202010,388,315,-2.27,23.17,361
Flugzeugbewegungen,Fracht-/Postflüge,2020,202011,418,270,7.73,54.81,373
Flugzeugbewegungen,Fracht-/Postflüge,2020,202012,406,277,-2.87,46.57,384
Flugzeugbewegungen,Fracht-/Postflüge,2019,Summe,3623,3807,,-4.83,
Flugzeugbewegungen,Fracht-/Postflüge,2019,201901,339,367,13.38,-7.63,315
Flugzeugbewegungen,Fracht-/Postflüge,2019,201902,306,321,-9.73,-4.67,314
Flugzeugbewegungen,Fracht-/Postflüge,2019,201903,341,347,11.44,-1.73,313
Flugzeugbewegungen,Fracht-/Postflüge,2019,201904,296,311,-13.2,-4.82,312
Flugzeugbewegungen,Fracht-/Postflüge,2019,201905,298,281,0.68,6.05,313
Flugzeugbewegungen,Fracht-/Postflüge,2019,201906,263,290,-11.74,-9.31,311
Flugzeugbewegungen,Fracht-/Postflüge,2019,201907,325,328,23.57,-0.91,311
Flugzeugbewegungen,Fracht-/Postflüge,2019,201908,293,315,-9.85,-6.98,309
Flugzeugbewegungen,Fracht-/Postflüge,2019,201909,300,292,2.39,2.74,310
Flugzeugbewegungen,Fracht-/Postflüge,2019,201910,315,314,5,0.32,310
Flugzeugbewegungen,Fracht-/Postflüge,2019,201911,270,342,-14.29,-21.05,304
Flugzeugbewegungen,Fracht-/Postflüge,2019,201912,277,299,2.59,-7.36,302
Flugzeugbewegungen,Fracht-/Postflüge,2018,Summe,3807,3815,,-0.21,
Flugzeugbewegungen,Fracht-/Postflüge,2018,201801,367,349,10.88,5.16,319
Flugzeugbewegungen,Fracht-/Postflüge,2018,201802,321,317,-12.53,1.26,320
Flugzeugbewegungen,Fracht-/Postflüge,2018,201803,347,370,8.1,-6.22,318
Flugzeugbewegungen,Fracht-/Postflüge,2018,201804,311,285,-10.37,9.12,320
Flugzeugbewegungen,Fracht-/Postflüge,2018,201805,281,330,-9.65,-14.85,316
Flugzeugbewegungen,Fracht-/Postflüge,2018,201806,290,279,3.2,3.94,317
Flugzeugbewegungen,Fracht-/Postflüge,2018,201807,328,296,13.1,10.81,320
Flugzeugbewegungen,Fracht-/Postflüge,2018,201808,315,296,-3.96,6.42,321
Flugzeugbewegungen,Fracht-/Postflüge,2018,201809,292,303,-7.3,-3.63,320
Flugzeugbewegungen,Fracht-/Postflüge,2018,201810,314,288,7.53,9.03,322
Flugzeugbewegungen,Fracht-/Postflüge,2018,201811,342,371,8.92,-7.82,320
Flugzeugbewegungen,Fracht-/Postflüge,2018,201812,299,331,-12.57,-9.67,317
Flugzeugbewegungen,Fracht-/Postflüge,2017,Summe,3815,4496,,-15.15,
Flugzeugbewegungen,Fracht-/Postflüge,2017,201701,349,353,-7.67,-1.13,374
Flugzeugbewegungen,Fracht-/Postflüge,2017,201702,317,384,-9.17,-17.45,369
Flugzeugbewegungen,Fracht-/Postflüge,2017,201703,370,409,16.72,-9.54,366
Flugzeugbewegungen,Fracht-/Postflüge,2017,201704,285,350,-22.97,-18.57,360
Flugzeugbewegungen,Fracht-/Postflüge,2017,201705,330,357,15.79,-7.56,358
Flugzeugbewegungen,Fracht-/Postflüge,2017,201706,279,395,-15.45,-29.37,348
Flugzeugbewegungen,Fracht-/Postflüge,2017,201707,296,354,6.09,-16.38,343
Flugzeugbewegungen,Fracht-/Postflüge,2017,201708,296,376,0,-21.28,337
Flugzeugbewegungen,Fracht-/Postflüge,2017,201709,303,386,2.36,-21.5,330
Flugzeugbewegungen,Fracht-/Postflüge,2017,201710,288,364,-4.95,-20.88,323
Flugzeugbewegungen,Fracht-/Postflüge,2017,201711,371,390,28.82,-4.87,322
Flugzeugbewegungen,Fracht-/Postflüge,2017,201712,331,378,-10.78,-12.43,318
Flugzeugbewegungen,Fracht-/Postflüge,2016,Summe,4496,4444,,1.17,
Flugzeugbewegungen,Fracht-/Postflüge,2016,201601,353,305,-15.55,15.74,374
Flugzeugbewegungen,Fracht-/Postflüge,2016,201602,384,327,8.78,17.43,379
Flugzeugbewegungen,Fracht-/Postflüge,2016,201603,409,363,6.51,12.67,383
Flugzeugbewegungen,Fracht-/Postflüge,2016,201604,350,372,-14.43,-5.91,381
Flugzeugbewegungen,Fracht-/Postflüge,2016,201605,357,326,2,9.51,384
Flugzeugbewegungen,Fracht-/Postflüge,2016,201606,395,362,10.64,9.12,386
Flugzeugbewegungen,Fracht-/Postflüge,2016,201607,354,401,-10.38,-11.72,383
Flugzeugbewegungen,Fracht-/Postflüge,2016,201608,376,372,6.21,1.08,383
Flugzeugbewegungen,Fracht-/Postflüge,2016,201609,386,388,2.66,-0.52,383
Flugzeugbewegungen,Fracht-/Postflüge,2016,201610,364,394,-5.7,-7.61,380
Flugzeugbewegungen,Fracht-/Postflüge,2016,201611,390,416,7.14,-6.25,378
Flugzeugbewegungen,Fracht-/Postflüge,2016,201612,378,418,-3.08,-9.57,375
Flugzeugbewegungen,Fracht-/Postflüge,2015,Summe,4444,3969,,11.97,
Flugzeugbewegungen,Fracht-/Postflüge,2015,201501,305,332,-8.13,-8.13,329
Flugzeugbewegungen,Fracht-/Postflüge,2015,201502,327,313,7.21,4.47,330
Flugzeugbewegungen,Fracht-/Postflüge,2015,201503,363,328,11.01,10.67,333
Flugzeugbewegungen,Fracht-/Postflüge,2015,201504,372,314,2.48,18.47,337
Flugzeugbewegungen,Fracht-/Postflüge,2015,201505,326,311,-12.37,4.82,339
Flugzeugbewegungen,Fracht-/Postflüge,2015,201506,362,313,11.04,15.65,343
Flugzeugbewegungen,Fracht-/Postflüge,2015,201507,401,370,10.77,8.38,345
Flugzeugbewegungen,Fracht-/Postflüge,2015,201508,372,310,-7.23,20,351
Flugzeugbewegungen,Fracht-/Postflüge,2015,201509,388,350,4.3,10.86,354
Flugzeugbewegungen,Fracht-/Postflüge,2015,201510,394,354,1.55,11.3,357
Flugzeugbewegungen,Fracht-/Postflüge,2015,201511,416,342,5.58,21.64,363
Flugzeugbewegungen,Fracht-/Postflüge,2015,201512,418,332,0.48,25.9,370
Flugzeugbewegungen,Fracht-/Postflüge,2014,Summe,3969,3760,,5.56,
Flugzeugbewegungen,Fracht-/Postflüge,2014,201401,332,318,19,4.4,315
Flugzeugbewegungen,Fracht-/Postflüge,2014,201402,313,305,-5.72,2.62,315
Flugzeugbewegungen,Fracht-/Postflüge,2014,201403,328,297,4.79,10.44,318
Flugzeugbewegungen,Fracht-/Postflüge,2014,201404,314,313,-4.27,0.32,318
Flugzeugbewegungen,Fracht-/Postflüge,2014,201405,311,281,-0.96,10.68,320
Flugzeugbewegungen,Fracht-/Postflüge,2014,201406,313,325,0.64,-3.69,319
Flugzeugbewegungen,Fracht-/Postflüge,2014,201407,370,350,18.21,5.71,321
Flugzeugbewegungen,Fracht-/Postflüge,2014,201408,310,309,-16.22,0.32,321
Flugzeugbewegungen,Fracht-/Postflüge,2014,201409,350,322,12.9,8.7,323
Flugzeugbewegungen,Fracht-/Postflüge,2014,201410,354,351,1.14,0.85,324
Flugzeugbewegungen,Fracht-/Postflüge,2014,201411,342,310,-3.39,10.32,326
Flugzeugbewegungen,Fracht-/Postflüge,2014,201412,332,279,-2.92,19,331
Flugzeugbewegungen,Fracht-/Postflüge,2013,Summe,3760,3721,,1.05,
Flugzeugbewegungen,Fracht-/Postflüge,2013,201301,318,313,21.84,1.6,311
Flugzeugbewegungen,Fracht-/Postflüge,2013,201302,305,329,-4.09,-7.29,309
Flugzeugbewegungen,Fracht-/Postflüge,2013,201303,297,328,-2.62,-9.45,306
Flugzeugbewegungen,Fracht-/Postflüge,2013,201304,313,282,5.39,10.99,309
Flugzeugbewegungen,Fracht-/Postflüge,2013,201305,281,300,-10.22,-6.33,307
Flugzeugbewegungen,Fracht-/Postflüge,2013,201306,325,302,15.66,7.62,309
Flugzeugbewegungen,Fracht-/Postflüge,2013,201307,350,326,7.69,7.36,311
Flugzeugbewegungen,Fracht-/Postflüge,2013,201308,309,329,-11.71,-6.08,309
Flugzeugbewegungen,Fracht-/Postflüge,2013,201309,322,305,4.21,5.57,311
Flugzeugbewegungen,Fracht-/Postflüge,2013,201310,351,335,9.01,4.78,312
Flugzeugbewegungen,Fracht-/Postflüge,2013,201311,310,311,-11.68,-0.32,312
Flugzeugbewegungen,Fracht-/Postflüge,2013,201312,279,261,-10,6.9,313
Flugzeugbewegungen,Fracht-/Postflüge,2012,Summe,3721,3914,,-4.93,
Flugzeugbewegungen,Fracht-/Postflüge,2012,201201,313,300,-0.32,4.33,327
Flugzeugbewegungen,Fracht-/Postflüge,2012,201202,329,278,5.11,18.35,332
Flugzeugbewegungen,Fracht-/Postflüge,2012,201203,328,353,-0.3,-7.08,329
Flugzeugbewegungen,Fracht-/Postflüge,2012,201204,282,337,-14.02,-16.32,325
Flugzeugbewegungen,Fracht-/Postflüge,2012,201205,300,364,6.38,-17.58,320
Flugzeugbewegungen,Fracht-/Postflüge,2012,201206,302,312,0.67,-3.21,319
Flugzeugbewegungen,Fracht-/Postflüge,2012,201207,326,336,7.95,-2.98,318
Flugzeugbewegungen,Fracht-/Postflüge,2012,201208,329,329,0.92,0,318
Flugzeugbewegungen,Fracht-/Postflüge,2012,201209,305,351,-7.29,-13.11,314
Flugzeugbewegungen,Fracht-/Postflüge,2012,201210,335,313,9.84,7.03,316
Flugzeugbewegungen,Fracht-/Postflüge,2012,201211,311,327,-7.16,-4.89,315
Flugzeugbewegungen,Fracht-/Postflüge,2012,201212,261,314,-16.08,-16.88,310
Flugzeugbewegungen,Fracht-/Postflüge,2011,Summe,3914,3560,,9.94,
Flugzeugbewegungen,Fracht-/Postflüge,2011,201101,300,274,-5.96,9.49,299
Flugzeugbewegungen,Fracht-/Postflüge,2011,201102,278,277,-7.33,0.36,299
Flugzeugbewegungen,Fracht-/Postflüge,2011,201103,353,325,26.98,8.62,301
Flugzeugbewegungen,Fracht-/Postflüge,2011,201104,337,254,-4.53,32.68,308
Flugzeugbewegungen,Fracht-/Postflüge,2011,201105,364,254,8.01,43.31,317
Flugzeugbewegungen,Fracht-/Postflüge,2011,201106,312,289,-14.29,7.96,319
Flugzeugbewegungen,Fracht-/Postflüge,2011,201107,336,326,7.69,3.07,320
Flugzeugbewegungen,Fracht-/Postflüge,2011,201108,329,325,-2.08,1.23,320
Flugzeugbewegungen,Fracht-/Postflüge,2011,201109,351,323,6.69,8.67,323
Flugzeugbewegungen,Fracht-/Postflüge,2011,201110,313,295,-10.83,6.1,324
Flugzeugbewegungen,Fracht-/Postflüge,2011,201111,327,299,4.47,9.36,327
Flugzeugbewegungen,Fracht-/Postflüge,2011,201112,314,319,-3.98,-1.57,326
Flugzeugbewegungen,Fracht-/Postflüge,2010,Summe,3560,4048,,-12.06,
Flugzeugbewegungen,Fracht-/Postflüge,2010,201001,274,366,-9.57,-25.14,330
Flugzeugbewegungen,Fracht-/Postflüge,2010,201002,277,382,1.09,-27.49,321
Flugzeugbewegungen,Fracht-/Postflüge,2010,201003,325,420,17.33,-22.62,313
Flugzeugbewegungen,Fracht-/Postflüge,2010,201004,254,379,-21.85,-32.98,303
Flugzeugbewegungen,Fracht-/Postflüge,2010,201005,254,349,0,-27.22,295
Flugzeugbewegungen,Fracht-/Postflüge,2010,201006,289,346,13.78,-16.47,290
Flugzeugbewegungen,Fracht-/Postflüge,2010,201007,326,362,12.8,-9.94,287
Flugzeugbewegungen,Fracht-/Postflüge,2010,201008,325,275,-0.31,18.18,291
Flugzeugbewegungen,Fracht-/Postflüge,2010,201009,323,301,-0.62,7.31,293
Flugzeugbewegungen,Fracht-/Postflüge,2010,201010,295,291,-8.67,1.37,293
Flugzeugbewegungen,Fracht-/Postflüge,2010,201011,299,274,1.36,9.12,295
Flugzeugbewegungen,Fracht-/Postflüge,2010,201012,319,303,6.69,5.28,297
Flugzeugbewegungen,Fracht-/Postflüge,2009,Summe,4048,5089,,-20.46,
Flugzeugbewegungen,Fracht-/Postflüge,2009,200901,366,433,2.52,-15.47,419
Flugzeugbewegungen,Fracht-/Postflüge,2009,200902,382,404,4.37,-5.45,417
Flugzeugbewegungen,Fracht-/Postflüge,2009,200903,420,415,9.95,1.2,417
Flugzeugbewegungen,Fracht-/Postflüge,2009,200904,379,459,-9.76,-17.43,410
Flugzeugbewegungen,Fracht-/Postflüge,2009,200905,349,399,-7.92,-12.53,406
Flugzeugbewegungen,Fracht-/Postflüge,2009,200906,346,428,-0.86,-19.16,399
Flugzeugbewegungen,Fracht-/Postflüge,2009,200907,362,486,4.62,-25.51,389
Flugzeugbewegungen,Fracht-/Postflüge,2009,200908,275,402,-24.03,-31.59,379
Flugzeugbewegungen,Fracht-/Postflüge,2009,200909,301,437,9.45,-31.12,367
Flugzeugbewegungen,Fracht-/Postflüge,2009,200910,291,454,-3.32,-35.9,354
Flugzeugbewegungen,Fracht-/Postflüge,2009,200911,274,415,-5.84,-33.98,342
Flugzeugbewegungen,Fracht-/Postflüge,2009,200912,303,357,10.58,-15.13,337
Flugzeugbewegungen,Fracht-/Postflüge,2008,Summe,5089,4194,,21.34,
Flugzeugbewegungen,Fracht-/Postflüge,2008,200801,433,348,33.64,24.43,357
Flugzeugbewegungen,Fracht-/Postflüge,2008,200802,404,324,-6.7,24.69,363
Flugzeugbewegungen,Fracht-/Postflüge,2008,200803,415,365,2.72,13.7,367
Flugzeugbewegungen,Fracht-/Postflüge,2008,200804,459,340,10.6,35,377
Flugzeugbewegungen,Fracht-/Postflüge,2008,200805,399,348,-13.07,14.66,382
Flugzeugbewegungen,Fracht-/Postflüge,2008,200806,428,343,7.27,24.78,389
Flugzeugbewegungen,Fracht-/Postflüge,2008,200807,486,364,13.55,33.52,399
Flugzeugbewegungen,Fracht-/Postflüge,2008,200808,402,349,-17.28,15.19,403
Flugzeugbewegungen,Fracht-/Postflüge,2008,200809,437,343,8.71,27.41,411
Flugzeugbewegungen,Fracht-/Postflüge,2008,200810,454,374,3.89,21.39,418
Flugzeugbewegungen,Fracht-/Postflüge,2008,200811,415,372,-8.59,11.56,421
Flugzeugbewegungen,Fracht-/Postflüge,2008,200812,357,324,-13.98,10.19,424
Flugzeugbewegungen,Fracht-/Postflüge,2007,Summe,4194,4190,,0.1,
Flugzeugbewegungen,Fracht-/Postflüge,2007,200701,348,367,1.75,-5.18,348
Flugzeugbewegungen,Fracht-/Postflüge,2007,200702,324,355,-6.9,-8.73,345
Flugzeugbewegungen,Fracht-/Postflüge,2007,200703,365,409,12.65,-10.76,341
Flugzeugbewegungen,Fracht-/Postflüge,2007,200704,340,341,-6.85,-0.29,341
Flugzeugbewegungen,Fracht-/Postflüge,2007,200705,348,316,2.35,10.13,344
Flugzeugbewegungen,Fracht-/Postflüge,2007,200706,343,317,-1.44,8.2,346
Flugzeugbewegungen,Fracht-/Postflüge,2007,200707,364,351,6.12,3.7,347
Flugzeugbewegungen,Fracht-/Postflüge,2007,200708,349,337,-4.12,3.56,348
Flugzeugbewegungen,Fracht-/Postflüge,2007,200709,343,350,-1.72,-2,348
Flugzeugbewegungen,Fracht-/Postflüge,2007,200710,374,353,9.04,5.95,349
Flugzeugbewegungen,Fracht-/Postflüge,2007,200711,372,352,-0.53,5.68,351
Flugzeugbewegungen,Fracht-/Postflüge,2007,200712,324,342,-12.9,-5.26,350
Flugzeugbewegungen,Fracht-/Postflüge,2006,Summe,4190,4754,,-11.86,
Flugzeugbewegungen,Fracht-/Postflüge,2006,200601,367,365,-5.9,0.55,396
Flugzeugbewegungen,Fracht-/Postflüge,2006,200602,355,356,-3.27,-0.28,396
Flugzeugbewegungen,Fracht-/Postflüge,2006,200603,409,398,15.21,2.76,397
Flugzeugbewegungen,Fracht-/Postflüge,2006,200604,341,404,-16.63,-15.59,392
Flugzeugbewegungen,Fracht-/Postflüge,2006,200605,316,375,-7.33,-15.73,387
Flugzeugbewegungen,Fracht-/Postflüge,2006,200606,317,445,0.32,-28.76,376
Flugzeugbewegungen,Fracht-/Postflüge,2006,200607,351,421,10.73,-16.63,371
Flugzeugbewegungen,Fracht-/Postflüge,2006,200608,337,415,-3.99,-18.8,364
Flugzeugbewegungen,Fracht-/Postflüge,2006,200609,350,419,3.86,-16.47,358
Flugzeugbewegungen,Fracht-/Postflüge,2006,200610,353,390,0.86,-9.49,355
Flugzeugbewegungen,Fracht-/Postflüge,2006,200611,352,376,-0.28,-6.38,353
Flugzeugbewegungen,Fracht-/Postflüge,2006,200612,342,390,-2.84,-12.31,349
Flugzeugbewegungen,Fracht-/Postflüge,2005,Summe,4754,4425,,7.44,
Flugzeugbewegungen,Fracht-/Postflüge,2005,200501,365,337,-14.12,8.31,371
Flugzeugbewegungen,Fracht-/Postflüge,2005,200502,356,338,-2.47,5.33,373
Flugzeugbewegungen,Fracht-/Postflüge,2005,200503,398,388,11.8,2.58,373
Flugzeugbewegungen,Fracht-/Postflüge,2005,200504,404,322,1.51,25.47,380
Flugzeugbewegungen,Fracht-/Postflüge,2005,200505,375,308,-7.18,21.75,386
Flugzeugbewegungen,Fracht-/Postflüge,2005,200506,445,353,18.67,26.06,394
Flugzeugbewegungen,Fracht-/Postflüge,2005,200507,421,383,-5.39,9.92,397
Flugzeugbewegungen,Fracht-/Postflüge,2005,200508,415,371,-1.43,11.86,400
Flugzeugbewegungen,Fracht-/Postflüge,2005,200509,419,421,0.96,-0.48,400
Flugzeugbewegungen,Fracht-/Postflüge,2005,200510,390,388,-6.92,0.52,400
Flugzeugbewegungen,Fracht-/Postflüge,2005,200511,376,391,-3.59,-3.84,399
Flugzeugbewegungen,Fracht-/Postflüge,2005,200512,390,425,3.72,-8.24,396
Flugzeugbewegungen,Fracht-/Postflüge,2004,Summe,4425,4564,,-3.05,
Flugzeugbewegungen,Fracht-/Postflüge,2004,200401,337,393,-1.75,-14.25,376
Flugzeugbewegungen,Fracht-/Postflüge,2004,200402,338,375,0.3,-9.87,373
Flugzeugbewegungen,Fracht-/Postflüge,2004,200403,388,397,14.79,-2.27,372
Flugzeugbewegungen,Fracht-/Postflüge,2004,200404,322,367,-17.01,-12.26,368
Flugzeugbewegungen,Fracht-/Postflüge,2004,200405,308,357,-4.35,-13.73,364
Flugzeugbewegungen,Fracht-/Postflüge,2004,200406,353,351,14.61,0.57,364
Flugzeugbewegungen,Fracht-/Postflüge,2004,200407,383,433,8.5,-11.55,360
Flugzeugbewegungen,Fracht-/Postflüge,2004,200408,371,389,-3.13,-4.63,359
Flugzeugbewegungen,Fracht-/Postflüge,2004,200409,421,398,13.48,5.78,360
Flugzeugbewegungen,Fracht-/Postflüge,2004,200410,388,412,-7.84,-5.83,358
Flugzeugbewegungen,Fracht-/Postflüge,2004,200411,391,349,0.77,12.03,362
Flugzeugbewegungen,Fracht-/Postflüge,2004,200412,425,343,8.7,23.91,369
Flugzeugbewegungen,Fracht-/Postflüge,2003,Summe,4564,4748,,-3.88,
Flugzeugbewegungen,Fracht-/Postflüge,2003,200301,393,382,-0.51,2.88,397
Flugzeugbewegungen,Fracht-/Postflüge,2003,200302,375,340,-4.58,10.29,400
Flugzeugbewegungen,Fracht-/Postflüge,2003,200303,397,370,5.87,7.3,402
Flugzeugbewegungen,Fracht-/Postflüge,2003,200304,367,404,-7.56,-9.16,399
Flugzeugbewegungen,Fracht-/Postflüge,2003,200305,357,376,-2.72,-5.05,397
Flugzeugbewegungen,Fracht-/Postflüge,2003,200306,351,399,-1.68,-12.03,393
Flugzeugbewegungen,Fracht-/Postflüge,2003,200307,433,440,23.36,-1.59,393
Flugzeugbewegungen,Fracht-/Postflüge,2003,200308,389,389,-10.16,0,393
Flugzeugbewegungen,Fracht-/Postflüge,2003,200309,398,415,2.31,-4.1,391
Flugzeugbewegungen,Fracht-/Postflüge,2003,200310,412,441,3.52,-6.58,389
Flugzeugbewegungen,Fracht-/Postflüge,2003,200311,349,397,-15.29,-12.09,385
Flugzeugbewegungen,Fracht-/Postflüge,2003,200312,343,395,-1.72,-13.16,380
Flugzeugbewegungen,Fracht-/Postflüge,2002,Summe,4748,3960,,19.9,
Flugzeugbewegungen,Fracht-/Postflüge,2002,200201,382,394,16.82,-3.05,329
Flugzeugbewegungen,Fracht-/Postflüge,2002,200202,340,381,-10.99,-10.76,326
Flugzeugbewegungen,Fracht-/Postflüge,2002,200203,370,396,8.82,-6.57,323
Flugzeugbewegungen,Fracht-/Postflüge,2002,200204,404,297,9.19,36.03,332
Flugzeugbewegungen,Fracht-/Postflüge,2002,200205,376,293,-6.93,28.33,339
Flugzeugbewegungen,Fracht-/Postflüge,2002,200206,399,296,6.12,34.8,348
Flugzeugbewegungen,Fracht-/Postflüge,2002,200207,440,309,10.28,42.39,359
Flugzeugbewegungen,Fracht-/Postflüge,2002,200208,389,309,-11.59,25.89,365
Flugzeugbewegungen,Fracht-/Postflüge,2002,200209,415,284,6.68,46.13,376
Flugzeugbewegungen,Fracht-/Postflüge,2002,200210,441,293,6.27,50.51,389
Flugzeugbewegungen,Fracht-/Postflüge,2002,200211,397,381,-9.98,4.2,390
Flugzeugbewegungen,Fracht-/Postflüge,2002,200212,395,327,-0.5,20.8,396
Flugzeugbewegungen,Fracht-/Postflüge,2001,Summe,3960,4317,,-8.27,
Flugzeugbewegungen,Fracht-/Postflüge,2001,200101,394,325,9.44,21.23,366
Flugzeugbewegungen,Fracht-/Postflüge,2001,200102,381,342,-3.3,11.4,369
Flugzeugbewegungen,Fracht-/Postflüge,2001,200103,396,366,3.94,8.2,371
Flugzeugbewegungen,Fracht-/Postflüge,2001,200104,297,325,-25,-8.62,369
Flugzeugbewegungen,Fracht-/Postflüge,2001,200105,293,399,-1.35,-26.57,360
Flugzeugbewegungen,Fracht-/Postflüge,2001,200106,296,353,1.02,-16.15,355
Flugzeugbewegungen,Fracht-/Postflüge,2001,200107,309,381,4.39,-18.9,349
Flugzeugbewegungen,Fracht-/Postflüge,2001,200108,309,390,0,-20.77,343
Flugzeugbewegungen,Fracht-/Postflüge,2001,200109,284,336,-8.09,-15.48,338
Flugzeugbewegungen,Fracht-/Postflüge,2001,200110,293,362,3.17,-19.06,333
Flugzeugbewegungen,Fracht-/Postflüge,2001,200111,381,378,30.03,0.79,333
Flugzeugbewegungen,Fracht-/Postflüge,2001,200112,327,360,-14.17,-9.17,330
Flugzeugbewegungen,Fracht-/Postflüge,2000,Summe,4317,,,,
Flugzeugbewegungen,Fracht-/Postflüge,2000,200001,325,,,,325
Flugzeugbewegungen,Fracht-/Postflüge,2000,200002,342,,5.23,,334
Flugzeugbewegungen,Fracht-/Postflüge,2000,200003,366,,7.02,,344
