"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT1","NAME_BASISWERT2","NAME_BASISWERT3","NAME_BASISWERT4","NAME_BASISWERT5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,87","","","","","","","","","","","2006","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,63","","","","","","","","","","","2006","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,14","","","","","","","","","","","2006","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","78,76","","","","","","","","","","","2006","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,56","","","","","","","","","","","2006","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,29","","","","","","","","","","","2006","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,26","","","","","","","","","","","2006","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,84","","","","","","","","","","","2006","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,1","","","","","","","","","","","2006","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,1","","","","","","","","","","","2006","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","70,91","","","","","","","","","","","2006","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,49","","","","","","","","","","","2006","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,77","","","","","","","","","","","2006","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,72","","","","","","","","","","","2006","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,95","","","","","","","","","","","2006","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,87","","","","","","","","","","","2006","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,18","","","","","","","","","","","2006","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,15","","","","","","","","","","","2006","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,1","","","","","","","","","","","2006","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","78,23","","","","","","","","","","","2006","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,63","","","","","","","","","","","2006","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,23","","","","","","","","","","","2006","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,82","","","","","","","","","","","2006","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,52","","","","","","","","","","","2006","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,89","","","","","","","","","","","2006","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","85,17","","","","","","","","","","","2006","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","74,41","","","","","","","","","","","2006","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,95","","","","","","","","","","","2006","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,38","","","","","","","","","","","2006","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,17","","","","","","","","","","","2006","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,8","","","","","","","","","","","2006","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","80,9","","","","","","","","","","","2006","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,45","","","","","","","","","","","2006","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","89,4","","","","","","","","","","","2006","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,16","","","","","","","","","","","2006","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","74,51","","","","","","","","","","","2006","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","85,98","","","","","","","","","","","2006","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,38","","","","","","","","","","","2006","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,29","","","","","","","","","","","2006","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,44","","","","","","","","","","","2006","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,91","","","","","","","","","","","2006","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,8","","","","","","","","","","","2006","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","84,46","","","","","","","","","","","2006","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","97,15","","","","","","","","","","","2006","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","75,96","","","","","","","","","","","2006","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,5","","","","","","","","","","","2006","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,59","","","","","","","","","","","2006","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,71","","","","","","","","","","","2006","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,88","","","","","","","","","","","2006","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,9","","","","","","","","","","","2006","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,86","","","","","","","","","","","2006","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,91","","","","","","","","","","","2006","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","89,86","","","","","","","","","","","2006","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,78","","","","","","","","","","","2006","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","74,19","","","","","","","","","","","2006","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,88","","","","","","","","","","","2006","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,45","","","","","","","","","","","2006","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,26","","","","","","","","","","","2006","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","79,82","","","","","","","","","","","2006","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,08","","","","","","","","","","","2006","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,59","","","","","","","","","","","2006","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,17","","","","","","","","","","","2006","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,11","","","","","","","","","","","2006","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,86","","","","","","","","","","","2006","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,11","","","","","","","","","","","2006","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,08","","","","","","","","","","","2006","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,1","","","","","","","","","","","2006","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,32","","","","","","","","","","","2006","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,81","","","","","","","","","","","2006","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","85,52","","","","","","","","","","","2006","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,82","","","","","","","","","","","2006","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,66","","","","","","","","","","","2006","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,06","","","","","","","","","","","2006","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,08","","","","","","","","","","","2006","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,86","","","","","","","","","","","2006","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,9","","","","","","","","","","","2006","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","80,82","","","","","","","","","","","2006","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,34","","","","","","","","","","","2006","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,67","","","","","","","","","","","2006","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,42","","","","","","","","","","","2006","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,13","","","","","","","","","","","2006","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","79,33","","","","","","","","","","","2006","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,62","","","","","","","","","","","2006","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,01","","","","","","","","","","","2006","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,9","","","","","","","","","","","2007","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,87","","","","","","","","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","91,72","","","","","","","","","","","2007","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,32","","","","","","","","","","","2007","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,8","","","","","","","","","","","2007","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,49","","","","","","","","","","","2007","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,15","","","","","","","","","","","2007","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,92","","","","","","","","","","","2007","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,53","","","","","","","","","","","2007","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","78,83","","","","","","","","","","","2007","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,82","","","","","","","","","","","2007","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,29","","","","","","","","","","","2007","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","85,43","","","","","","","","","","","2007","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,45","","","","","","","","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,49","","","","","","","","","","","2007","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,66","","","","","","","","","","","2007","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,79","","","","","","","","","","","2007","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,88","","","","","","","","","","","2007","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,31","","","","","","","","","","","2007","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,41","","","","","","","","","","","2007","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,82","","","","","","","","","","","2007","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,03","","","","","","","","","","","2007","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,6","","","","","","","","","","","2007","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,34","","","","","","","","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,64","","","","","","","","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,52","","","","","","","","","","","2007","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,07","","","","","","","","","","","2007","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,64","","","","","","","","","","","2007","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","86,26","","","","","","","","","","","2007","Stadtbezirk","8","08 Schwanthalerhöhe"
