"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT1","NAME_BASISWERT2","NAME_BASISWERT3","NAME_BASISWERT4","NAME_BASISWERT5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,3","","","","","","","","","","","2008","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","78,18","","","","","","","","","","","2008","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,22","","","","","","","","","","","2008","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","87,78","","","","","","","","","","","2008","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","57,81","","","","","","","","","","","2008","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,51","","","","","","","","","","","2008","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,88","","","","","","","","","","","2008","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","90,16","","","","","","","","","","","2008","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,02","","","","","","","","","","","2008","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,38","","","","","","","","","","","2008","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,65","","","","","","","","","","","2008","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,83","","","","","","","","","","","2008","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,91","","","","","","","","","","","2008","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84","","","","","","","","","","","2008","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,24","","","","","","","","","","","2008","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,83","","","","","","","","","","","2008","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","73,42","","","","","","","","","","","2008","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","85,94","","","","","","","","","","","2008","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,3","","","","","","","","","","","2009","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,34","","","","","","","","","","","2009","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,21","","","","","","","","","","","2009","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,98","","","","","","","","","","","2009","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,57","","","","","","","","","","","2009","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,31","","","","","","","","","","","2009","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,88","","","","","","","","","","","2009","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,09","","","","","","","","","","","2009","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,51","","","","","","","","","","","2009","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","81,42","","","","","","","","","","","2009","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,99","","","","","","","","","","","2009","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,79","","","","","","","","","","","2009","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,14","","","","","","","","","","","2009","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,15","","","","","","","","","","","2009","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","78,8","","","","","","","","","","","2009","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,57","","","","","","","","","","","2009","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","70,13","","","","","","","","","","","2009","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,1","","","","","","","","","","","2009","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,03","","","","","","","","","","","2009","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","78,19","","","","","","","","","","","2009","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,41","","","","","","","","","","","2009","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","81,4","","","","","","","","","","","2009","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,83","","","","","","","","","","","2009","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,8","","","","","","","","","","","2009","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,07","","","","","","","","","","","2009","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,8","","","","","","","","","","","2009","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,1","","","","","","","","","","","2009","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","76,09","","","","","","","","","","","2009","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,88","","","","","","","","","","","2009","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,6","","","","","","","","","","","2009","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,95","","","","","","","","","","","2009","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,64","","","","","","","","","","","2009","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,52","","","","","","","","","","","2009","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,22","","","","","","","","","","","2009","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,39","","","","","","","","","","","2009","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,82","","","","","","","","","","","2009","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","85,86","","","","","","","","","","","2009","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,96","","","","","","","","","","","2009","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","64,42","","","","","","","","","","","2009","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,58","","","","","","","","","","","2009","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,67","","","","","","","","","","","2009","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,65","","","","","","","","","","","2009","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,35","","","","","","","","","","","2009","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,6","","","","","","","","","","","2009","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","81,11","","","","","","","","","","","2009","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,05","","","","","","","","","","","2009","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,99","","","","","","","","","","","2009","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,79","","","","","","","","","","","2009","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,69","","","","","","","","","","","2009","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,44","","","","","","","","","","","2009","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,93","","","","","","","","","","","2009","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,2","","","","","","","","","","","2009","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,77","","","","","","","","","","","2009","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,64","","","","","","","","","","","2009","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,13","","","","","","","","","","","2009","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,69","","","","","","","","","","","2009","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,58","","","","","","","","","","","2009","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,11","","","","","","","","","","","2009","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,14","","","","","","","","","","","2009","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","89,42","","","","","","","","","","","2009","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","72,04","","","","","","","","","","","2009","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,01","","","","","","","","","","","2009","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","78,65","","","","","","","","","","","2009","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,75","","","","","","","","","","","2009","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,21","","","","","","","","","","","2009","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,13","","","","","","","","","","","2009","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,88","","","","","","","","","","","2009","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,83","","","","","","","","","","","2009","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,96","","","","","","","","","","","2009","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,52","","","","","","","","","","","2009","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,03","","","","","","","","","","","2009","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,98","","","","","","","","","","","2009","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,36","","","","","","","","","","","2009","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,62","","","","","","","","","","","2009","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,77","","","","","","","","","","","2009","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,52","","","","","","","","","","","2009","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","66,6","","","","","","","","","","","2009","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","81,68","","","","","","","","","","","2009","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","78,46","","","","","","","","","","","2009","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,05","","","","","","","","","","","2009","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","78,37","","","","","","","","","","","2009","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","86,19","","","","","","","","","","","2009","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,66","","","","","","","","","","","2009","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,57","","","","","","","","","","","2009","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,17","","","","","","","","","","","2009","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,8","","","","","","","","","","","2009","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","86,17","","","","","","","","","","","2009","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","70,96","","","","","","","","","","","2009","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","86,14","","","","","","","","","","","2009","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","73,69","","","","","","","","","","","2009","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","74,68","","","","","","","","","","","2009","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,02","","","","","","","","","","","2009","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","85,18","","","","","","","","","","","2009","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,57","","","","","","","","","","","2009","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","89,79","","","","","","","","","","","2009","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,55","","","","","","","","","","","2009","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","81,18","","","","","","","","","","","2009","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80","","","","","","","","","","","2009","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,85","","","","","","","","","","","2009","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,62","","","","","","","","","","","2009","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,34","","","","","","","","","","","2009","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,61","","","","","","","","","","","2009","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,39","","","","","","","","","","","2009","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,31","","","","","","","","","","","2009","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,3","","","","","","","","","","","2009","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,68","","","","","","","","","","","2009","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,71","","","","","","","","","","","2009","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,49","","","","","","","","","","","2009","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,73","","","","","","","","","","","2009","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","85,21","","","","","","","","","","","2009","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,63","","","","","","","","","","","2009","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,56","","","","","","","","","","","2009","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,55","","","","","","","","","","","2009","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","74,91","","","","","","","","","","","2009","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","92,29","","","","","","","","","","","2009","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,06","","","","","","","","","","","2009","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,37","","","","","","","","","","","2009","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,42","","","","","","","","","","","2009","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","89,04","","","","","","","","","","","2009","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,89","","","","","","","","","","","2009","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,95","","","","","","","","","","","2009","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,17","","","","","","","","","","","2009","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","76,35","","","","","","","","","","","2009","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82","","","","","","","","","","","2009","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,07","","","","","","","","","","","2009","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,45","","","","","","","","","","","2009","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,52","","","","","","","","","","","2009","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,87","","","","","","","","","","","2009","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,69","","","","","","","","","","","2009","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,44","","","","","","","","","","","2009","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,39","","","","","","","","","","","2009","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,99","","","","","","","","","","","2009","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,37","","","","","","","","","","","2009","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,25","","","","","","","","","","","2009","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","92,56","","","","","","","","","","","2009","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","84,04","","","","","","","","","","","2009","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,08","","","","","","","","","","","2009","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,77","","","","","","","","","","","2009","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,01","","","","","","","","","","","2009","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","72,76","","","","","","","","","","","2009","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,04","","","","","","","","","","","2009","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,5","","","","","","","","","","","2009","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,67","","","","","","","","","","","2009","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","81,29","","","","","","","","","","","2009","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,29","","","","","","","","","","","2009","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,23","","","","","","","","","","","2009","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,49","","","","","","","","","","","2009","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,36","","","","","","","","","","","2009","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,76","","","","","","","","","","","2009","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","73,9","","","","","","","","","","","2009","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,37","","","","","","","","","","","2009","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","86,24","","","","","","","","","","","2009","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,18","","","","","","","","","","","2009","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,81","","","","","","","","","","","2009","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","89,92","","","","","","","","","","","2009","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","80,64","","","","","","","","","","","2009","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,47","","","","","","","","","","","2010","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,05","","","","","","","","","","","2010","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,67","","","","","","","","","","","2010","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,23","","","","","","","","","","","2010","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,28","","","","","","","","","","","2010","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,72","","","","","","","","","","","2010","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,58","","","","","","","","","","","2010","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,22","","","","","","","","","","","2010","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,69","","","","","","","","","","","2010","Stadtbezirk","21","21 Pasing - Obermenzing"
